# Registro dei difetti - Telemedic
#
# Risponde alla richiesta del committente di tracciare, per ciascuna delle voci di
# .telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md, lo stato del presidio e ciò che quella voce
# diventa quando esisterà codice applicativo. Il formato completo, la regola di sola aggiunta,
# il calcolo dello stato e i limiti del registro sono descritti in pipeline/README-DIFETTI.md,
# che ogni lettore - umano o automatico - deve leggere prima di usare questo file. Il controllo
# scripts/verifica-registro-dei-difetti.sh sorveglia questo file.
#
# Formato: TSV (separatore TAB), prima riga di intestazione con i nomi delle colonne. Le righe
# che iniziano con '#' sono commenti e vanno ignorate da ogni lettore automatico.
#
# Colonne, in quest'ordine esatto:
#   data                 ISO AAAA-MM-GG, data dell'evento (giornale in sola aggiunta, stessa
#                         disciplina di registro/identificativi-requisiti.tsv: una riga non si
#                         modifica mai, si aggiunge un evento nuovo)
#   voce                 identificativo esatto della voce del runbook, es. A-1, B-6, D-8
#   famiglia             A, B, C oppure D - la famiglia del runbook a cui la voce appartiene
#   fonte                percorso del runbook in cui la voce è definita (nessuna ancora: vedi
#                         D-3 dello stesso runbook sul rischio di inventarne una)
#   evento               "registrata" (prima comparsa della voce nel giornale) oppure
#                         "aggiornata" (un evento successivo che rivede lo stato dichiarato,
#                         es. quando un debito viene chiuso da un controllo scritto più tardi).
#                         Una voce ha sempre esattamente un evento "registrata"; può averne zero
#                         o più "aggiornata". Lo stato corrente di una voce è quello dell'ultimo
#                         evento, in ordine di data e poi di comparizione fisica nel file - stessa
#                         proiezione di registro/README.md, §"Come si calcola lo stato".
#   stato                uno fra tre soli valori ammessi: "presidiata" (un controllo la fa
#                         rispettare, provato per mutazione nel banco), "esigibile-da-data" (non
#                         presidiata oggi, ma una data legata a un traguardo o a un criterio la
#                         rende un errore da quel giorno), "non-presidiabile" (non esiste, o non
#                         esiste ancora, una data o un controllo legabile: la ragione è scritta
#                         nella colonna motivazione, non taciuta)
#   controllo             percorso dello script che presidia la voce, relativo alla radice del
#                         repository; vuoto quando stato non è "presidiata"
#   caso_banco            uno o più casi di scripts/prove/esegui-prove.sh che dimostrano che il
#                         controllo sa fallire, separati da " | ", citati con una porzione
#                         stabile e univoca della loro descrizione (stessa convenzione di
#                         pipeline/collocazione-dei-controlli.tsv); vuoto quando stato non è
#                         "presidiata"
#   bloccante_dal        data ISO AAAA-MM-GG da cui la lacuna smette di essere tollerata;
#                         obbligatoria quando stato è "esigibile-da-data", sempre vuota altrimenti
#   diventa_in_sviluppo  che cosa diventa la voce quando esisterà codice applicativo: "resta
#                         disciplina umana" (riguarda la conduzione di una sessione o la
#                         redazione, non una proprietà del repository), "diventa un controllo di
#                         costruzione" (un nuovo script, o l'estensione di uno esistente),
#                         "diventa una regola di prova" (una convenzione che chi scrive prove sul
#                         codice applicativo deve seguire), oppure "diventa un requisito con
#                         identificativo nel registro dei requisiti" (quando la voce si
#                         trasforma in una proprietà del prodotto tracciabile in
#                         registro/identificativi-requisiti.tsv - nessuna delle voci di
#                         oggi ricade in questo caso: vedi pipeline/README-DIFETTI.md per il
#                         perché e per come si aggancerebbe se succedesse)
#   motivazione           testo libero: perché non presidiabile, perché nessuna data è legabile,
#                         o dettaglio della collocazione; mai vuota quando stato non è
#                         "presidiata"; mai un carattere TAB
#
# Popolato per la prima volta il 2026-08-26, data in cui questo registro è stato istituito - non
# la data reale in cui ciascun difetto fu commesso (quella, quando dichiarata, sta nel testo della
# voce del runbook stesso). Le cinque date di bloccante_dal usate in questo popolamento sono state
# verificate su docs/09_roadmap/02-traguardi.md e non assunte da un elenco esterno: T-01 12
# settembre 2026, T-03 26 settembre 2026, T-04 3 ottobre 2026, T-08 14 novembre 2026, T-10 30
# novembre 2026. Una data è stata assegnata a una voce SOLO quando un criterio di uno di questi
# cinque traguardi nomina esplicitamente, nel proprio testo o in una riga già esistente di
# pipeline/collocazione-dei-controlli.tsv, la classe di difetto che la voce descrive: non per
# vicinanza tematica.
#
# Il numero di voci NON è fisso a ventisei. scripts/verifica-registro-dei-difetti.sh non tiene
# un elenco scritto dentro di sé: estrae le voci canoniche dai titoli del runbook stesso (D-10),
# quindi ogni voce nuova aggiunta al runbook diventa immediatamente esigibile qui, senza che
# nessuno debba aggiornare lo script. Il 26 agosto 2026, in coda a questa stessa giornata di
# lavoro, il runbook ha ricevuto due voci nuove - D-9 e D-10 - trovate lavorando proprio su
# questo registro e sul controllo che lo sorveglia: sono state aggiunte qui con evento
# "registrata" nello stesso atto, portando il totale a ventotto.
data	voce	famiglia	fonte	evento	stato	controllo	caso_banco	bloccante_dal	diventa_in_sviluppo	motivazione
2026-08-26	A-1	A	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	L'errore e' nel processo di accertamento (contare le occorrenze invece di leggere la regola in log-TRAD-1 §3.3), non in una proprieta' del corpus misurabile in modo univoco da uno script: un controllo che confrontasse conteggio e regola cadrebbe nello stesso errore di categoria che A-1 descrive. Nessuna data fra i cinque traguardi verificati (T-01, T-03, T-04, T-08, T-10) nomina questa classe di errore, e non se ne inventa una plausibile.
2026-08-26	A-1bis	A	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Il difetto e' nel non aver aperto docs/10_fondamenti/20-fonti-primarie.md prima di dichiarare [NV]: e' un fatto sul comportamento di chi scrive, non una proprieta' verificabile a posteriori nel testo prodotto (il testo corretto e quello affrettato possono essere indistinguibili). Nessuna data fra i cinque traguardi verificati aggancia questa voce; T-02 criterio 3 (zero [NV] senza destinatario) sarebbe tematicamente vicino ma non e' fra i traguardi che questo lavoro era incaricato di usare, quindi non e' stato usato.
2026-08-26	A-2	A	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	La regola - misurare sul registro intero salvato su file, mai su un flusso troncato da tail/head - descrive come si conduce una misura nel corso del lavoro: non lascia nel repository una traccia che uno script possa controllare a posteriori. Nessuna data legabile fra i cinque traguardi indicati.
2026-08-26	A-3	A	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato esplicitamente nella voce stessa: «Culturale. Nessuno script puo' verificarlo.» Riguarda la qualita' di una diagnosi - accompagnata da una prova che potrebbe fallire, o dichiarata assente - non una proprieta' sintattica verificabile automaticamente.
2026-08-26	A-4	A	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	La regola - una voce per sessione di lavoro, non per ritrovamento - e' presidiabile in linea di principio: un controllo potrebbe contare le voci per giorno nel registro delle revisioni di docs/09_roadmap/00-indice.md §8.4. Ma nessuno dei cinque traguardi verificati nomina quel registro o quella cadenza con una data; non si inventa una scadenza plausibile.
2026-08-26	B-1	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	La voce cita scripts/prove/esegui-prove.sh come presidio «per i controlli», ma quel banco riverifica i CONTROLLI di pipeline, non l'affermazione di un agente in una conversazione («ho salvato il file», «21 pagine rotte»): non esiste nel repository una proprieta' che distingua un rapporto verificato da uno creduto. La tabella del debito nel runbook colloca B-1 insieme a B-2/B-3/B-4 come «regole di mandato» senza presidio, lettura coerente con la natura della regola.
2026-08-26	B-2	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	La voce cita .telemedic/context/RUNBOOK-TRADUZIONE-EN.md §9.1 come presidio, ma e' un documento procedurale, non uno script: non soddisfa la definizione di presidio di questo progetto («lo script che la verifica»). Riguarda come l'orchestratore partiziona il lavoro fra agenti in una sessione, non una proprieta' del repository.
2026-08-26	B-3	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato esplicitamente: «Il mandato stesso. Nessuno script.» Riguarda la quantita' di contesto che un agente legge prima di scrivere - un fatto sulla conduzione della sessione, non sul repository.
2026-08-26	B-4	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Riguarda la verifica di un riferimento prima di passarlo a un agente, un atto dell'orchestratore in una conversazione: nessuna traccia nel repository lo rende verificabile a posteriori da uno script.
2026-08-26	B-5	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato esplicitamente: «Nessuno. E' disciplina di orchestrazione.» Riguarda la concorrenza fra un umano e un agente sullo stesso file durante una sessione di lavoro, non una proprieta' statica del repository.
2026-08-26	B-6	B	.telemedic/context/RUNBOOK-ERRORI-E-TRAPPOLE.md	registrata	non-presidiabile				resta disciplina umana	Dichiarato esplicitamente: «Nessuno. E' disciplina di orchestrazione, e il costo di dimenticarla e' pagato dall'orchestratore.» Riguarda l'assegnazione di comandi ad agenti privi dello strumento di shell, un fatto sulla composizione del mandato, non sul repository.
